Tue Nov 15 11:43:17 2022    output.dat

         348506 function calls (344947 primitive calls) in 2842.457 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1 2726.127 2726.127 2842.435 2842.435 {method 'mainloop' of '_tkinter.tkapp' objects}
       14    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\core.py:1054(parse_locale)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paragraph.py:130(cleanBlockQuotedText)
       24    0.000    0.000    0.009    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\InvoiceGenerator\pdf.py:32(_)
       42    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\core.py:1135(get_locale_identifier)
       14    0.000    0.000    0.001    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\numbers.py:111(get_currency_name)
        4    0.000    0.000    0.001    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\ttfonts.py:72(makeToUnicodeCMap)
       54    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paraparser.py:2586(__getattr__)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\lib\styles.py:53(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        2    0.000    0.000    0.001    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:431(_make_preamble)
        2    0.000    0.000    2.692    1.346 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\InvoiceGenerator\pdf.py:124(gen)
       14    0.000    0.000    0.030    0.002 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\numbers.py:489(format_currency)
       18    0.000    0.000    0.001    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:1605(drawRightString)
       92    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\lib\abag.py:18(__init__)
       98    0.000    0.000    0.027    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\core.py:360(_data)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:1784(drawPath)
        2    0.000    0.000    0.001    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfdoc.py:1543(format)
      109    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        2    0.000    0.000    0.001    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\rl_codecs.py:1075(_rl_codecs)
       26    0.000    0.000    0.001    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paraparser.py:3220(handle_starttag)
      174    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       41    0.000    0.000    0.011    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2660(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\numbers.py:1146(_quantize_value)
        2    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\lib\utils.py:1253(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        4    0.000    0.000    0.002    0.001 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\flowables.py:1150(wrap)
       14    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\textobject.py:67(setFillColor)
       24    0.000    0.000    0.003    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\ttfonts.py:400(__new__)
       14    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:1353(transform)
       58    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\textobject.py:199(getCode)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paraparser.py:3085(__init__)
        2    0.000    0.000    2.455    1.227 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfdoc.py:192(SaveToFile)
       26    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\html\parser.py:351(check_for_whole_start_tag)
      136    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       26    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\InvoiceGenerator\pdf.py:28(get_lang)
       14    0.000    0.000    0.003    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\flowables.py:107(drawOn)
       14    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1364(_bind)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
       74    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1910(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\InvoiceGenerator\pdf.py:185(_drawMain)
       28    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2409(pack_configure)
       90    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        5    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfmetrics.py:118(__init__)
       18    0.000    0.000    0.003    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paragraph.py:1795(__init__)
       36    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\html\parser.py:95(reset)
       30    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        3    0.000    0.000    0.004    0.001 {built-in method builtins.__import__}
       83    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       30    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\os.py:746(encodekey)
        7    0.000    0.000  113.500   16.214 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\simpledialog.py:272(__init__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       24    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\locale.py:396(normalize)
        4    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfmetrics.py:599(registerFontFamily)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paragraph.py:127(_lineClean)
       14    0.000    0.000    0.015    0.001 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1345(update_idletasks)
       94    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
       28    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:198(pushCopy)
       99    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       88    0.000    0.000    0.001    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\ttfonts.py:1186(stringWidth)
       19    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2218(wm_protocol)
       72    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\frames.py:94(__setattr__)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paraparser.py:3149(_complete_parse)
       30    0.000    0.000    0.003    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\flowables.py:119(wrapOn)
       21    0.000    0.000    0.035    0.002 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2266(wm_withdraw)
       36    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\ttfonts.py:288(seek_table)
       22    0.000    0.000    0.001    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\textobject.py:419(_textOut)
       26    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paraparser.py:3240(handle_endtag)
        2    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:626(showPage)
       24    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       22    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paragraph.py:635(_processed_frags)
       52    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\ttfonts.py:372(<lambda>)
        4    0.000    0.000    0.001    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\ttfonts.py:145(TTFOpenFile)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paraparser.py:3145(_setup_for_parse)
        3    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
       42    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\plural.py:276(within_range_list)
        2    0.000    0.000    0.003    0.002 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\InvoiceGenerator\pdf.py:269(_drawItemsHeader)
       14    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:3139(__init__)
        2    0.000    0.000    0.002    0.001 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\InvoiceGenerator\pdf.py:169(_drawTitle)
        6    0.000    0.000    0.000    0.000 {built-in method _locale.localeconv}
        7    0.000    0.000    0.008    0.001 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\simpledialog.py:147(destroy)
        1    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\_fontdata.py:143(__getitem__)
       10    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paragraph.py:147(_leftDrawParaLine)
       14    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\numbers.py:372(get_decimal_quantum)
       68    0.000    0.000    0.000    0.000 {built-in method reportlab.lib._rl_accel.escapePDF}
        2    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfdoc.py:1109(check_format)
       10    0.000    0.000    0.008    0.001 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfdoc.py:749(encode)
       47    0.000    0.000    0.000    0.000 {method 'getint' of '_tkinter.tkapp' objects}
       14    0.000    0.000    0.001    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\core.py:139(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:1710(setFont)
        3    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:1390(_get_spec)
       50    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfdoc.py:873(__init__)
       30    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:1732(stringWidth)
        2    0.000    0.000    0.007    0.003 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\InvoiceGenerator\pdf.py:238(_drawProvider)
       14    0.000    0.000    0.000    0.000 <rule>:1(evaluate)
        2    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\InvoiceGenerator\pdf.py:164(_addMetaInformation)
        7    0.000    0.000    0.008    0.001 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\simpledialog.py:285(destroy)
       82    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfdoc.py:833(__init__)
       84    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       71    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFBDAB8B920}
        6    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:1021(_restartAccumulators)
       66    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       32    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paragraph.py:93(strip)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
       52    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\ttfonts.py:345(add)
        6    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\locale.py:250(format)
       28    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:1409(saveState)
        4    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\plural.py:161(__setstate__)
        4    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\localedata.py:43(resolve_locale_filename)
       14    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\numbers.py:1133(_format_int)
       14    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:167(set)
        5    0.000    0.000   24.159    4.832 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\simpledialog.py:344(askinteger)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\lib\styles.py:83(refresh)
       14    0.000    0.000    0.030    0.002 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\InvoiceGenerator\pdf.py:108(currency)
       28    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:420(pop_state_stack)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       36    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       22    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\lib\fonts.py:80(tt2ps)
        3    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfmetrics.py:662(getEncoding)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:950(get_code)
       52    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:452(_escape)
       14    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\textobject.py:158(setFillAlpha)
       30    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfdoc.py:859(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\pathobject.py:49(lineTo)
        1    0.000    0.000    0.006    0.006 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2337(destroy)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\pathobject.py:46(moveTo)
       16    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\lib\fonts.py:92(addMapping)
        4    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\InvoiceGenerator\api.py:48(__init__)
       30    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
       42    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\plural.py:256(in_range_list)
       32    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\os.py:740(check_str)
       81    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       24    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\gettext.py:255(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfdoc.py:1739(<lambda>)
       14    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\numbers.py:327(get_group_symbol)
        1    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfmetrics.py:349(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:1778(beginPath)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\pathobject.py:35(_init_code_append)
        2    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfmetrics.py:635(getTypeFace)
       74    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1070(get_data)
       16    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfdoc.py:575(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\weakref.py:368(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paraparser.py:352(_applyAttributes)
        7    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1186(winfo_reqwidth)
        7    0.000    0.000    0.038    0.005 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2039(wm_deiconify)
        2    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\rl_codecs.py:1022(_makeCodecInfo)
        2    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\encodings\__init__.py:159(_alias_mbcs)
       50    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\lib\utils.py:134(char2int)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paraparser.py:2903(start_para)
       28    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:1424(restoreState)
        6    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\textobject.py:445(textLines)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:1791(_strokeAndFill)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paraparser.py:3098(_reset)
        3    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\codecs.py:94(__new__)
        2    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfmetrics.py:300(makePDFObject)
       34    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\canvas.py:163(__init__)
       14    0.000    0.000    0.000    0.000 {method 'as_tuple' of 'decimal.Decimal' objects}
       26    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paraparser.py:3062(_pop)
        2    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfdoc.py:1883(format)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\lib\styles.py:75(_setKwds)
       16    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\ttfonts.py:99(splice)
        7    0.000    0.000    0.008    0.001 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\simpledialog.py:200(cancel)
        4    0.000    0.000    0.179    0.045 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\ttfonts.py:1069(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfgen\textobject.py:103(setStrokeColor)
        2    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        4    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\frames.py:64(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:759(focus_set)
       12    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\lib\colors.py:88(__eq__)
       72    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\tkinter\simpledialog.py:303(validate)
        4    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\ttfonts.py:231(readHeader)
       32    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfdoc.py:664(__setitem__)
       14    0.000    0.000    0.000    0.000 {method 'scaleb' of 'decimal.Decimal' objects}
       36    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paraparser.py:3094(_iReset)
       14    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\babel\numbers.py:137(get_currency_symbol)
        8    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paragraph.py:1510(_do_post_text)
        4    0.000    0.000    0.005    0.001 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\frames.py:283(addFromList)
       54    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paragraph.py:91(<listcomp>)
       20    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\encodings\mac_roman.py:14(decode)
        2    0.000    0.000    0.002    0.001 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\InvoiceGenerator\pdf.py:241(_drawPayment)
        5    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\pdfbase\pdfmetrics.py:611(registerFont)
       18    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\html\parser.py:86(__init__)
       38    0.000    0.000    0.000    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\lib\utils.py:67(asUnicode)
       18    0.000    0.000    0.002    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\html\parser.py:103(feed)
        8    0.000    0.000    0.001    0.000 C:\Users\Paridhi Educational\AppData\Local\Programs\Python\Python310\lib\site-packages\reportlab\platypus\paragraph.py:446(_leftDrawParaLineX)
